,age,gender,is_married,is_hereditary,weight,height,is_smoker,stress,bald_prob
1981,57,1,1,0,51.0,159.9,1,2,0.631
1982,44,1,1,0,55.3,145.2,0,7,0.69
1983,55,0,1,1,50.2,175.7,0,8,1.0
1984,17,0,0,0,51.0,154.3,0,3,0.157
1985,55,0,1,1,63.9,143.7,0,2,0.7
1986,37,0,1,0,45.4,163.9,0,8,0.431
1987,47,0,1,0,45.3,155.5,0,10,0.391
1988,57,1,1,1,64.4,152.8,1,5,0.802
1989,28,1,1,0,50.7,159.1,0,9,0.446
1990,46,1,1,1,45.7,148.5,1,4,0.743
1991,18,0,0,0,52.7,185.2,0,5,0.298
1992,63,1,1,1,49.1,177.4,0,1,0.725
1993,29,0,1,0,50.6,169.5,0,8,0.346
1994,45,1,1,1,56.8,150.4,0,7,0.841
1995,37,1,1,1,48.4,160.2,0,1,0.613
1996,38,1,1,0,56.7,163.4,0,7,0.58
1997,40,0,1,0,65.8,180.2,0,4,0.315
1998,40,1,1,0,63.7,174.6,0,7,0.581
1999,42,1,1,0,56.6,167.2,0,5,0.635
2000,44,1,1,0,48.1,163.6,0,10,0.478
2001,37,1,1,0,64.5,190.8,1,9,0.679
2002,40,0,1,1,58.0,168.9,0,5,0.442
2003,33,1,1,0,75.2,178.1,0,7,0.427
2004,33,1,1,0,67.6,195.5,1,5,0.659
2005,36,1,1,0,73.1,181.0,1,10,0.485
2006,42,1,1,0,52.1,163.8,1,9,0.698
2007,36,1,1,0,51.8,146.7,0,4,0.397
2008,46,1,1,0,59.3,169.1,0,2,0.485
2009,54,0,1,0,72.6,186.9,0,2,0.569
2010,37,1,1,1,49.4,169.2,1,6,0.593
2011,35,0,1,0,61.9,169.1,0,7,0.445
2012,59,1,1,0,53.5,180.1,1,5,1.0
2013,38,0,1,1,50.5,173.9,0,6,0.432
2014,27,1,1,0,45.7,156.4,0,1,0.271
2015,57,1,1,0,49.2,171.5,1,8,0.866
2016,30,1,1,0,66.7,174.0,1,4,0.599
2017,46,0,1,1,43.7,172.3,1,8,0.901
2018,48,0,1,0,50.0,158.1,1,7,0.655
2019,31,1,1,1,45.7,168.0,1,3,0.743
2020,45,0,1,0,51.2,189.3,1,1,0.534
2021,33,1,1,0,63.1,180.4,0,5,0.595
2022,49,1,1,0,66.7,175.5,0,9,0.534
2023,44,1,1,1,61.9,164.6,1,3,0.674
2024,47,1,1,1,75.3,170.8,0,6,0.736
2025,27,1,1,0,58.0,153.1,0,3,0.292
2026,45,1,1,0,48.7,155.5,0,3,0.349
2027,42,1,1,0,53.9,158.2,0,2,0.433
2028,53,0,1,0,56.0,165.7,0,2,0.828
2029,33,1,1,0,62.7,155.8,0,7,0.425
2030,36,1,1,0,71.5,177.6,0,10,0.405
2031,40,1,1,0,57.5,150.7,1,6,0.626
2032,44,1,1,0,45.9,152.1,1,1,0.6
2033,63,1,1,1,70.6,181.4,0,7,0.743
2034,29,1,1,0,50.9,164.9,0,10,0.564
2035,37,1,1,0,49.4,172.0,1,8,0.497
2036,41,1,1,0,53.1,168.0,0,10,0.79
2037,42,0,1,0,53.5,151.8,0,1,0.47
2038,38,1,1,1,51.1,176.0,1,5,0.814
2039,48,1,1,0,72.8,186.6,0,8,0.51
2040,51,0,1,0,52.6,155.5,1,3,0.467
2041,33,1,1,1,73.1,183.5,0,4,0.934
2042,44,0,1,0,51.7,161.6,0,2,0.483
2043,41,1,1,0,49.3,172.8,0,10,0.579
2044,32,0,1,1,46.2,179.3,1,1,0.649
2045,59,0,1,0,58.4,172.8,1,8,0.645
2046,52,1,1,0,50.2,159.7,1,2,0.694
2047,36,0,1,0,53.0,155.7,1,3,0.433
2048,32,1,1,0,84.1,186.4,0,1,0.305
2049,38,1,1,1,57.4,177.0,1,10,0.787
2050,44,0,1,0,54.2,167.0,0,1,0.268
2051,36,1,1,0,45.9,140.0,1,2,0.605
2052,43,1,1,0,54.2,163.2,1,3,0.602
2053,57,0,1,0,50.0,181.1,0,6,0.608
2054,35,0,1,0,48.2,153.4,1,6,0.421
2055,32,1,1,0,58.1,179.1,0,1,0.392
2056,56,0,1,0,60.8,161.8,1,2,0.542
2057,36,1,1,0,59.0,166.5,0,6,0.617
2058,30,0,1,1,48.7,170.7,0,8,0.711
2059,38,0,1,1,65.0,164.2,1,6,0.748
2060,36,1,1,0,61.6,174.2,1,1,0.429
2061,37,1,1,1,68.1,178.0,1,1,0.66
2062,25,1,1,0,58.7,167.4,1,2,0.883
2063,44,1,1,0,42.8,172.8,1,1,0.552
2064,46,1,1,0,54.5,151.1,1,3,0.729
2065,65,1,1,0,55.8,178.3,1,9,0.912
2066,29,1,1,1,51.4,164.3,0,4,0.736
2067,51,0,1,0,44.1,170.2,1,2,0.694
2068,23,1,1,0,52.1,161.4,0,4,0.414
2069,36,1,1,1,47.9,152.5,0,1,0.933
2070,38,1,1,0,65.6,175.8,0,3,0.502
2071,49,1,1,0,58.0,158.0,0,8,0.675
2072,38,1,1,0,44.7,160.4,0,5,0.385
2073,48,1,1,1,63.5,149.3,0,1,0.74
2074,43,1,1,0,58.1,176.2,0,10,0.694
2075,39,1,1,0,44.8,159.7,0,1,0.41
2076,41,1,1,0,47.1,168.7,1,10,0.568
2077,56,0,1,0,48.3,163.9,1,2,0.66
2078,54,0,1,0,81.9,164.4,1,2,0.488
2079,36,0,1,0,57.9,168.1,1,5,0.479
2080,11,1,0,0,54.7,164.1,0,2,0.402
2081,29,1,1,0,48.5,171.2,1,5,0.532
2082,31,1,1,0,53.4,175.4,0,5,0.572
2083,35,0,1,1,54.1,178.9,1,6,0.572
2084,43,0,1,0,66.2,169.0,1,7,0.582
2085,50,0,1,0,86.2,173.6,1,8,0.593
2086,29,0,1,0,49.1,175.6,1,6,0.42
2087,41,1,1,1,47.9,174.2,1,2,0.606
2088,53,1,1,0,62.4,164.6,0,4,0.461
2089,52,1,1,0,45.5,168.1,1,6,0.773
2090,47,1,1,0,48.4,151.8,1,7,0.69
2091,31,1,1,0,50.8,162.1,0,4,0.255
2092,49,1,1,0,77.7,164.6,0,9,0.677
2093,52,1,1,0,50.0,164.2,0,5,0.714
2094,40,1,1,0,45.5,156.9,0,3,0.397
2095,35,1,1,0,110.8,184.3,1,8,0.665
2096,50,1,1,0,48.6,152.2,1,7,0.785
2097,45,0,1,0,70.6,183.2,1,3,0.494
2098,45,1,1,1,53.8,159.0,0,9,0.88
2099,38,1,1,0,46.0,174.8,1,5,0.601
2100,34,0,1,0,51.5,146.5,0,7,0.416
2101,27,1,1,0,57.7,171.7,1,7,0.599
2102,26,0,1,0,51.1,164.9,0,3,0.265
2103,29,0,1,1,47.6,174.2,0,5,0.542
2104,44,1,1,0,50.3,169.8,0,1,0.409
2105,42,1,1,0,61.0,178.6,1,7,0.578
2106,22,1,1,1,72.3,181.1,0,2,0.61
2107,28,0,1,1,51.4,174.7,0,6,0.494
2108,31,1,1,1,42.5,165.1,1,7,0.81
2109,37,1,1,1,53.2,175.9,1,2,0.515
2110,37,1,1,0,56.1,181.6,0,9,0.607
2111,28,1,1,0,61.2,181.2,1,2,0.433
2112,39,1,1,0,57.4,168.0,0,9,0.569
2113,44,1,1,0,68.5,178.9,0,10,0.695
2114,58,1,1,0,49.2,166.6,0,5,0.657
2115,41,1,1,1,49.7,166.4,0,9,0.8
2116,44,1,1,0,66.0,162.1,0,5,0.508
2117,51,0,1,0,58.1,171.0,0,10,0.68
2118,52,1,1,0,66.5,167.7,1,7,0.839
2119,33,0,1,0,69.7,187.4,1,1,0.245
2120,41,1,1,0,50.9,166.6,1,3,0.732
2121,49,1,1,0,52.8,175.5,0,4,0.647
2122,32,0,1,0,51.4,176.1,1,9,0.451
2123,53,0,1,0,46.0,176.8,1,1,0.613
2124,39,1,1,0,57.3,195.3,1,5,0.324
2125,33,1,1,1,78.5,171.0,0,5,0.65
2126,40,1,1,1,67.0,182.9,1,1,0.672
2127,24,1,1,1,49.0,147.2,1,4,0.73
2128,53,0,1,0,50.9,161.4,0,7,0.593
2129,36,1,1,0,50.4,171.9,0,7,0.574
2130,45,0,1,0,53.5,168.3,1,10,0.618
2131,19,1,0,0,50.2,170.7,1,8,0.53
2132,32,1,1,0,104.0,175.3,0,4,0.563
2133,48,1,1,0,48.7,150.0,1,8,0.743
2134,32,1,1,1,52.3,166.7,1,5,0.667
2135,35,1,1,0,57.2,158.6,1,7,0.55
2136,33,1,1,0,54.5,182.8,1,1,0.597
2137,47,0,1,1,49.2,172.4,1,2,0.609
2138,22,1,1,0,47.9,170.7,1,10,0.619
2139,40,0,1,0,46.4,158.1,1,7,0.506
2140,33,1,1,0,47.9,159.5,1,7,0.545
2141,57,1,1,0,47.2,155.6,0,5,0.657
2142,24,1,1,0,53.9,175.9,0,6,0.478
2143,42,1,1,0,47.3,166.9,0,7,0.562
2144,41,0,1,0,43.9,165.5,1,6,0.65
2145,37,0,1,1,46.9,160.9,1,9,0.745
2146,31,0,1,1,66.7,169.5,0,8,0.721
2147,23,1,1,0,51.4,172.3,0,7,0.602
2148,25,1,1,0,53.3,145.3,1,9,0.721
2149,36,1,1,1,97.0,183.5,0,9,0.758
2150,51,1,1,0,75.9,179.4,0,8,0.555
2151,41,0,1,0,53.1,161.0,1,5,0.571
2152,44,1,1,0,51.1,173.6,0,3,0.492
2153,60,1,1,0,81.1,183.0,0,10,0.618
2154,34,1,1,0,80.9,179.7,0,6,0.408
2155,39,0,1,0,44.1,160.3,0,4,0.662
2156,54,0,1,0,52.3,178.8,1,2,0.584
2157,51,1,1,0,65.3,170.7,1,1,0.592
2158,48,1,1,0,67.0,170.6,0,2,0.531
2159,52,1,1,0,54.0,163.0,1,2,0.704
2160,53,1,1,1,47.8,159.3,0,2,0.76
2161,47,1,1,1,44.1,176.8,1,5,0.94
2162,40,0,1,0,51.6,157.7,0,8,0.451
2163,30,1,1,0,46.6,186.1,0,9,0.542
2164,19,1,0,0,53.6,167.7,1,10,0.501
2165,56,1,1,0,63.2,175.6,1,3,0.735
2166,40,1,1,0,52.3,170.3,0,10,0.557
2167,24,0,1,0,61.8,192.2,0,4,0.294
2168,61,0,1,0,50.5,155.8,1,1,0.413
2169,33,1,1,0,76.3,175.3,0,9,0.532
2170,40,1,1,1,44.6,168.3,1,6,0.736
2171,42,1,1,0,50.4,163.3,1,8,0.805
2172,44,1,1,0,47.6,159.8,0,9,0.672
2173,29,1,1,0,48.2,149.5,1,6,0.888
2174,41,1,1,0,85.2,186.7,1,3,0.682
2175,41,1,1,0,71.7,182.4,1,9,0.814
2176,47,1,1,0,62.8,145.6,0,1,0.45
2177,49,1,1,0,48.4,150.7,0,9,0.714
2178,38,1,1,0,69.0,178.7,0,6,0.513
2179,49,0,1,0,46.1,161.5,1,9,0.737
2180,20,0,1,0,53.8,156.4,0,3,0.263
2181,56,1,1,0,73.5,165.9,0,2,0.58
2182,44,0,1,0,43.6,165.0,1,9,0.515
2183,43,1,1,0,45.0,181.5,0,1,0.517
2184,37,0,1,0,55.3,176.8,1,5,0.367
2185,42,1,1,1,52.2,157.3,1,9,0.966
2186,37,1,1,0,46.6,156.6,1,4,0.621
2187,37,0,1,0,55.8,163.1,0,5,0.432
2188,33,1,1,0,50.1,144.6,0,8,0.574
2189,38,1,1,0,63.1,156.1,1,1,0.453
2190,60,1,1,0,50.4,167.1,1,9,0.942
2191,36,1,1,0,74.1,172.9,1,3,0.573
2192,27,0,1,1,58.4,164.9,0,10,0.59
2193,75,1,1,0,89.2,170.6,0,3,0.577
2194,44,1,1,0,57.6,163.0,0,3,0.586
2195,34,1,1,0,43.8,141.3,1,7,0.354
2196,30,1,1,0,62.0,183.4,1,10,0.595
2197,33,1,1,0,53.8,160.2,0,7,0.547
2198,49,0,1,1,48.5,157.2,1,6,0.795
2199,45,1,1,0,84.2,175.8,1,8,0.727
2200,41,1,1,0,60.7,156.9,0,3,0.594
2201,54,1,1,1,65.6,162.4,0,2,0.649
2203,20,1,1,0,48.4,165.3,1,3,0.635
2204,49,1,1,0,50.8,170.4,1,7,0.631
2205,32,1,1,0,48.5,168.9,0,4,0.452
2206,32,0,1,0,59.6,169.5,0,9,0.506
2207,32,1,1,0,54.5,165.1,0,5,0.494
2208,36,1,1,0,54.0,151.4,0,3,0.387
2209,38,1,1,0,50.8,164.0,1,5,0.935
2210,43,0,1,0,56.8,164.9,1,8,0.526
2211,54,0,1,0,59.4,167.0,0,1,0.555
2212,38,1,1,0,65.4,182.8,1,6,0.491
2213,34,1,1,0,53.0,165.1,0,8,0.426
2214,38,1,1,1,66.8,166.7,1,2,0.79
2215,51,1,1,0,50.1,170.9,0,9,0.838
2216,56,0,1,0,55.2,149.9,0,3,0.403
2217,30,1,1,0,43.9,160.4,0,6,0.458
2218,48,1,1,1,55.4,164.2,0,7,0.722
2219,39,1,1,0,59.6,165.5,1,7,0.597
2221,31,1,1,0,48.9,169.9,1,1,0.581
2222,51,1,1,0,52.6,168.6,0,8,0.795
2223,20,1,1,0,51.5,181.4,1,7,0.557
2224,28,1,1,0,43.6,159.4,1,7,0.548
2225,44,1,1,0,51.1,162.0,0,1,0.566
2226,41,0,1,0,46.8,183.5,1,4,0.397
2227,26,1,1,0,46.9,182.3,1,7,0.395
2228,43,0,1,0,51.2,172.2,0,4,0.18
2229,35,1,1,0,52.1,157.3,1,1,0.39
2230,19,0,0,0,58.8,167.6,1,4,0.204
2231,20,0,1,0,59.8,164.2,0,4,0.354
2232,45,1,1,1,66.0,174.2,1,3,0.743
2233,36,1,1,0,60.5,168.7,1,1,0.433
2234,27,1,1,1,54.1,157.4,1,7,0.763
2235,50,1,1,0,47.4,156.2,1,8,0.699
2236,33,0,1,0,60.0,160.7,1,4,0.372
2237,51,1,1,1,52.5,175.7,0,6,0.937
2238,17,1,0,0,47.8,156.3,1,5,0.41
2239,41,1,1,0,62.2,156.5,0,1,0.571
2240,50,1,1,0,52.5,159.4,1,2,0.512
2241,43,1,1,0,45.7,162.0,1,3,0.627
2242,34,1,1,0,50.7,167.6,0,4,0.41
2244,47,1,1,0,60.8,163.5,0,6,0.58
2245,40,1,1,1,55.7,163.3,0,5,0.67
2246,41,0,1,0,51.7,136.8,0,4,0.372
2247,38,0,1,0,58.7,171.4,1,8,0.526
2248,64,0,1,0,52.5,182.1,0,7,0.634
2249,38,0,1,0,52.6,181.3,0,9,0.384
2250,30,0,1,1,59.1,179.3,1,9,0.725
2251,20,0,1,0,51.2,152.8,0,3,0.351
2252,47,1,1,1,64.2,166.4,0,4,0.79
2253,48,1,1,0,53.6,160.0,0,4,0.606
2254,52,1,1,0,62.1,158.3,1,1,0.659
2255,39,1,1,0,50.3,154.5,0,3,0.591
2256,47,0,1,0,66.8,170.1,1,2,0.603
2257,46,1,1,0,65.4,185.7,1,4,0.639
2258,41,0,1,0,47.8,163.6,0,9,0.585
2259,32,1,1,0,61.8,182.1,1,7,0.635
2260,27,1,1,0,58.8,150.5,1,5,0.561
2261,42,0,1,1,49.2,169.9,1,2,0.669
2262,29,1,1,1,47.2,159.3,0,3,0.53
2263,44,0,1,0,50.8,159.2,0,3,0.351
2264,48,1,1,0,51.0,162.3,0,3,0.428
2265,52,0,1,0,61.7,162.3,1,6,0.662
2266,47,1,1,1,53.1,138.4,0,4,0.111
2267,49,1,1,0,58.2,179.2,0,4,0.322
2268,34,1,1,0,60.1,167.1,1,5,0.657
2269,43,1,1,0,65.9,171.8,0,1,0.613
2270,38,1,1,0,51.6,163.3,1,6,0.539
2271,45,1,1,0,45.9,155.0,1,5,0.565
2272,19,0,0,0,50.7,160.2,1,3,0.625
2273,23,1,1,1,49.6,181.5,1,1,0.705
2274,40,1,1,0,63.7,157.1,1,6,0.573
2275,42,0,1,0,53.1,139.2,1,1,0.437
2276,56,1,1,1,46.1,154.1,1,6,0.981
2277,21,1,1,0,52.8,172.5,0,8,0.391
2278,34,1,1,0,50.4,155.7,1,9,0.67
2279,41,0,1,1,65.0,152.8,1,8,0.915
2280,51,1,1,1,50.6,161.5,1,2,0.997
2281,31,1,1,0,49.6,161.0,0,2,0.351
2282,57,1,1,0,54.1,135.1,0,2,0.728
2283,42,1,1,0,51.9,173.9,1,3,0.598
2284,21,1,1,1,64.0,179.2,1,2,0.714
2285,25,1,1,0,57.8,176.6,0,1,0.431
2286,32,0,1,0,54.5,156.8,1,5,0.48
2287,54,1,1,0,56.2,178.3,1,10,0.773
2288,32,1,1,1,46.9,157.3,0,5,0.466
2289,42,1,1,0,46.6,153.8,0,1,0.336
2290,20,1,1,0,47.5,159.7,1,4,0.64
2291,33,0,1,0,49.2,159.4,1,4,0.298
2292,30,1,1,0,61.5,178.1,0,8,0.391
2293,37,0,1,0,58.2,172.2,0,4,0.291
2294,40,0,1,0,50.1,151.4,0,8,0.211
2295,41,1,1,0,47.4,164.3,0,4,0.545
2296,44,1,1,0,46.9,156.4,1,4,0.512
2297,27,1,1,0,52.0,160.8,1,8,0.605
2299,42,1,1,0,53.8,170.3,0,10,0.69
2300,51,0,1,0,58.1,168.8,0,7,0.621
2301,40,0,1,1,69.8,173.3,1,5,0.637
2302,37,1,1,0,52.7,180.2,0,7,0.6
2303,47,0,1,0,50.8,171.9,1,9,0.598
2304,42,1,1,0,55.4,176.3,1,4,0.639
2305,43,0,1,0,56.5,170.1,1,8,0.594
2306,46,0,1,0,51.2,160.0,1,5,0.532
2307,36,1,1,0,50.5,183.5,0,2,0.419
2308,48,1,1,0,44.5,174.9,1,3,0.687
2309,35,1,1,0,51.3,168.3,0,3,0.348
2310,42,0,1,0,57.7,153.9,1,5,0.392
2311,40,1,1,1,53.5,167.8,1,5,0.871
2312,26,1,1,0,65.9,157.3,1,1,0.433
2313,50,1,1,1,48.8,170.5,1,7,0.932
2314,49,1,1,0,47.8,164.9,1,1,0.65
2315,28,1,1,0,47.6,162.2,1,4,0.49
2316,38,1,1,0,59.9,177.3,0,9,0.57
2317,25,1,1,1,58.0,168.0,0,4,0.385
2318,47,0,1,1,78.9,162.3,0,1,0.575
2319,34,1,1,0,50.5,185.6,1,1,0.653
2320,47,1,1,1,46.4,158.9,1,10,0.759
2321,38,1,1,0,58.0,150.9,0,10,0.542
2322,40,1,1,0,61.5,173.9,0,1,0.28
2323,55,1,1,0,60.9,159.0,1,2,1.0
2324,46,1,1,0,68.5,170.0,1,5,0.67
2325,38,0,1,0,46.1,163.2,0,2,0.313
2326,35,1,1,0,51.1,185.4,0,7,0.491
2327,44,1,1,0,61.5,184.2,0,6,0.614
2328,63,1,1,0,76.4,182.8,0,1,0.685
2329,25,1,1,1,59.6,162.1,0,7,0.617
2330,37,1,1,0,60.2,173.7,1,10,0.697
2331,41,1,1,0,44.4,163.4,1,9,0.662
2332,35,1,1,0,110.9,186.7,0,9,0.416
2333,37,1,1,0,50.3,171.0,0,2,0.46
2334,29,1,1,0,77.8,193.5,1,4,0.557
2335,27,1,1,1,47.9,158.2,0,8,0.597
2336,33,0,1,1,56.8,177.2,1,7,0.655
2337,47,1,1,0,50.9,171.5,1,10,0.819
2338,50,1,1,0,51.0,171.3,1,10,0.778
2339,35,0,1,0,53.7,166.8,0,5,0.335
2340,36,0,1,0,71.3,174.7,1,9,0.54
2341,37,1,1,0,46.6,152.4,0,8,0.435
2342,38,0,1,0,60.9,160.6,1,10,0.466
2343,47,1,1,0,58.3,176.9,1,1,0.458
2344,27,0,1,0,71.4,160.9,1,9,0.657
2345,36,1,1,0,49.4,176.3,1,1,0.569
2346,29,0,1,0,51.8,176.5,1,6,0.462
2347,42,0,1,0,45.7,181.8,0,5,0.453
2348,35,1,1,0,65.2,171.6,1,2,0.428
2349,36,1,1,0,51.8,171.8,0,7,0.542
2350,37,1,1,0,49.4,151.0,1,5,0.442
2351,47,0,1,1,48.8,145.5,0,5,0.447
2352,50,0,1,0,69.8,149.3,1,5,0.542
2353,52,0,1,0,85.0,177.5,0,2,0.598
2354,30,1,1,1,46.4,172.1,1,8,0.622
2355,35,1,1,1,51.2,169.6,0,2,0.603
2356,42,1,1,0,46.5,156.1,0,3,0.496
2357,45,1,1,0,55.5,160.9,0,9,0.631
2358,35,1,1,0,53.5,182.6,1,5,0.572
2359,38,1,1,1,48.8,165.8,0,8,0.691
2360,47,1,1,0,65.3,179.6,0,5,0.455
2361,40,0,1,0,56.7,180.7,0,5,0.121
2362,24,1,1,0,55.2,173.7,0,8,0.505
2363,31,1,1,0,44.4,165.0,0,6,0.392
2364,49,1,1,0,69.0,186.4,0,5,0.702
2365,57,0,1,1,84.6,175.8,0,8,0.859
2366,38,1,1,0,49.4,164.8,0,5,0.354
2367,37,1,1,0,52.3,154.7,1,7,0.525
2368,45,1,1,0,52.9,171.2,1,3,0.518
2369,33,1,1,0,47.9,160.1,1,4,0.58
2370,37,1,1,0,48.3,162.9,1,7,0.614
2371,48,1,1,0,51.5,173.1,1,4,0.707
2372,37,1,1,0,60.2,186.0,1,4,0.445
2373,37,1,1,0,50.7,175.4,0,3,0.442
2374,43,0,1,1,64.6,171.5,0,8,0.743
2375,51,0,1,0,52.1,169.5,0,7,0.625
2376,31,0,1,0,45.6,152.3,0,5,0.309
2377,51,1,1,0,46.4,183.1,1,3,0.731
2378,20,1,1,0,62.7,183.4,1,4,0.516
2379,29,1,1,0,66.0,172.9,0,6,0.509
2380,51,1,1,0,91.7,189.2,0,7,0.727
2381,36,1,1,1,57.4,165.8,0,8,0.725
2382,28,1,1,0,53.0,156.0,1,3,0.567
2383,38,0,1,0,64.9,158.9,1,2,0.271
2384,37,1,1,0,48.5,164.3,1,5,0.482
2385,39,1,1,0,47.9,151.4,1,9,0.607
2386,50,1,1,0,49.9,172.9,1,3,0.649
2387,47,1,1,0,56.8,177.3,1,9,0.76
2388,40,1,1,0,49.3,166.5,0,6,0.524
2389,48,1,1,0,47.4,161.9,0,2,0.408
2390,43,1,1,0,65.2,176.1,1,9,0.588
2391,9,1,0,0,51.5,159.8,1,8,0.401
2392,27,1,1,0,53.1,168.8,1,8,0.568
2393,46,1,1,0,65.8,153.4,0,7,0.626
2394,56,1,1,0,93.1,179.3,1,2,0.797
2395,25,0,1,1,47.9,168.9,0,9,0.696
2396,40,0,1,0,55.1,164.4,1,9,0.516
2397,32,1,1,0,62.2,176.2,0,2,0.375
2398,23,0,1,1,51.4,168.6,0,8,0.664
2399,51,1,1,0,53.7,160.7,0,10,1.0
2400,22,0,1,1,77.4,173.7,0,1,0.442
2401,24,1,1,0,47.4,161.5,1,6,0.563
2402,45,1,1,0,43.9,164.7,0,5,0.516
2403,61,1,1,0,83.6,180.4,1,5,1.0
2404,39,1,1,0,73.5,168.4,1,8,0.507
2405,33,1,1,0,65.3,178.5,1,10,0.547
2406,63,0,1,0,60.2,156.4,0,1,0.373
2407,42,1,1,0,44.5,174.3,1,9,0.828
2408,42,1,1,0,49.8,170.1,1,6,0.486
2409,48,1,1,0,51.6,145.4,0,9,0.726
2410,36,1,1,0,50.3,165.8,0,2,0.193
2411,52,1,1,0,62.2,151.0,0,7,1.0
2412,41,0,1,0,57.6,157.5,0,10,0.41
2413,37,1,1,0,59.7,182.1,0,10,0.437
2414,33,0,1,0,73.5,182.3,1,10,0.53
2415,45,0,1,0,54.3,160.7,1,1,0.536
2416,42,1,1,0,50.6,163.1,0,10,0.669
2417,42,1,1,0,61.0,146.8,0,9,0.636
2418,53,1,1,1,108.1,198.5,0,2,0.729
2419,41,1,1,0,61.6,164.3,1,2,0.564
2420,13,1,0,0,59.5,160.1,1,4,0.449
2421,58,1,1,0,56.1,156.0,0,2,0.78
2422,40,1,1,1,56.6,176.3,0,5,0.653
2423,44,1,1,0,50.7,175.0,1,5,0.597
2424,29,0,1,0,58.0,155.3,1,3,0.422
2425,33,1,1,1,58.6,170.1,0,9,0.688
2426,48,1,1,0,43.7,176.5,1,6,0.675
2427,48,1,1,0,47.0,138.6,0,5,0.604
2428,48,1,1,0,62.7,177.5,1,1,0.523
2429,36,0,1,0,56.5,161.7,1,10,0.419
2430,39,1,1,0,53.7,156.1,0,1,0.422
2431,44,1,1,1,61.3,167.0,1,3,0.75
2432,29,0,1,0,70.3,168.9,0,5,0.318
2433,29,1,1,0,48.4,157.7,1,9,0.649
2434,37,0,1,1,61.5,181.0,0,1,0.396
2435,45,1,1,0,68.6,147.1,0,1,0.463
2436,42,0,1,0,49.6,170.9,1,7,0.506
2437,55,1,1,0,68.1,183.3,1,10,0.883
2438,51,1,1,0,72.6,174.2,1,2,0.706
2439,42,1,1,0,53.5,172.2,1,10,0.863
2440,28,0,1,0,51.8,167.5,1,3,0.349
2441,31,0,1,0,47.5,168.4,1,3,0.21
2442,61,1,1,0,46.5,163.1,1,7,0.889
2443,40,0,1,0,54.7,168.7,1,3,0.259
2444,58,1,1,0,53.5,148.4,0,9,0.782
2445,37,1,1,0,55.5,167.8,0,3,0.502
2446,28,1,1,1,77.1,168.9,1,6,1.0
2447,53,0,1,0,59.1,158.2,1,2,0.688
2448,27,1,1,0,61.8,195.7,1,3,0.453
2449,50,1,1,0,42.7,162.8,0,8,0.645
2450,23,1,1,0,58.4,157.7,0,9,0.489
2451,54,1,1,0,49.7,152.7,1,4,0.832
2452,42,1,1,1,67.6,171.4,0,8,0.8
2453,48,1,1,0,55.1,157.6,1,2,0.502
2454,64,1,1,0,55.0,176.0,0,10,0.65
2455,50,0,1,1,50.7,155.4,0,3,0.561
2456,37,1,1,0,57.6,175.6,0,8,0.457
2457,37,1,1,0,52.6,174.2,0,1,0.424
2458,52,1,1,0,48.8,167.5,0,7,0.718
2459,49,1,1,1,59.0,154.2,1,1,0.728
2460,29,0,1,1,47.3,165.2,0,10,0.434
2461,48,0,1,0,49.0,150.4,1,6,0.581
2462,36,0,1,0,61.5,186.0,0,4,0.382
2463,35,0,1,0,52.9,171.6,0,3,0.124
2464,47,1,1,0,65.2,151.0,0,9,0.588
2465,40,1,1,0,47.2,175.4,1,2,0.371
2466,24,1,1,1,66.5,168.7,0,6,0.743
2467,27,0,1,0,47.3,159.4,0,6,0.429
2468,41,1,1,1,46.6,158.2,1,8,0.971
2469,54,0,1,0,66.3,164.5,1,8,0.722
2470,45,1,1,1,61.4,171.3,1,6,0.907
2471,35,0,1,0,61.1,140.9,1,4,0.479
2472,43,0,1,1,50.0,167.8,1,3,0.675
2473,32,0,1,0,50.3,153.9,1,2,0.403
2474,30,1,1,0,46.1,140.2,1,3,0.475
2475,27,1,1,0,56.0,160.4,0,9,0.53
2476,27,1,1,0,50.1,167.2,1,2,0.844
2477,31,0,1,1,72.1,165.1,1,5,0.627
2478,36,1,1,1,52.6,188.2,1,2,0.685
2479,39,1,1,0,66.5,183.5,1,1,0.397
2480,29,1,1,0,59.9,173.2,1,6,0.484
2481,40,1,1,1,57.8,174.5,1,1,0.836
2482,54,1,1,0,47.4,164.0,1,4,0.816
2483,37,1,1,0,50.2,178.9,1,6,0.441
2484,33,0,1,0,65.0,173.4,1,5,0.466
2485,38,0,1,1,47.9,166.7,1,4,0.657
2486,25,0,1,0,57.1,167.5,0,7,0.465
2487,36,1,1,0,57.5,172.4,0,1,0.371
2488,42,1,1,0,44.1,135.2,0,10,0.911
2489,50,1,1,0,50.3,160.9,1,9,0.697
2490,36,1,1,0,76.5,180.2,0,10,0.501
2491,29,1,1,0,51.6,197.2,1,1,0.375
2492,29,1,1,0,61.4,167.5,1,2,0.44
2493,24,1,1,0,56.3,163.0,0,9,0.53
2494,32,0,1,0,52.9,144.1,0,8,0.366
2495,50,1,1,0,74.6,159.1,1,9,0.523
2496,22,1,1,0,48.3,156.4,0,9,0.3
2497,38,0,1,0,48.4,146.4,1,3,0.396
2498,43,1,1,0,47.4,150.2,1,2,0.573
2499,36,1,1,0,47.6,161.3,0,2,0.35
2500,36,0,1,0,50.5,170.7,0,4,0.665
2501,34,1,1,0,59.3,190.1,0,4,0.347
